진짜 요즘 생각이 많아져서 괜히 불안해.,0
진짜 퇴근하고 좋은 사람을 만나서 하루가 빛난다.,1
자꾸 퇴근하고 생각이 많아져서 멘탈이 흔들린다. 괜히 자책하게 돼.,0
집에 와서 버스를 놓쳐서 기운이 없어.,0
집에 와서 운동하고 나니 에너지가 난다. 기분 전환 제대로 했어.,1
진짜 길에서 돈이 새는 느낌이라서 오늘은 진짜 별로야.,0
오랜만에 시간이 여유로워서 에너지가 난다.,1
솔직히 퇴근하고 기대가 무너져서 짜증이 나.,0
주말에 오랜만에 쉬어서 괜히 신난다. 컨디션이 좋아서 더 좋다.,1
오랜만에 일이 잘 풀려서 하루가 빛난다. 컨디션이 좋아서 더 좋다.,1
계속 오늘은 몸이 피곤해서 우울해.,0
퇴근하고 산책을 하니 마음이 따뜻해.,1
천천히 고마운 말을 들어서 하루가 빛난다.,1
확실히 주말에 칭찬을 받아서 괜히 신난다. 계속 이랬으면 좋겠다.,1
많이 괜히 뭔가 불안해서 오늘은 진짜 별로야.,0
계속 잠을 설쳐서 우울해.,0
집에 와서 좋은 사람을 만나서 뿌듯해. 나 자신이 대견해.,1
확실히 오늘은 괜히 예민해져서 우울해. 괜히 자책하게 돼.,0
의외로 천천히 운동하고 나니 하루가 빛난다.,1
계속 속상한 말을 들어서 기분이 꿀꿀해.,0
괜히 감기가 올 것 같아서 마음이 무거워. 기분 전환이 필요해.,0
괜히 계획이 틀어져서 마음이 무거워.,0
괜히 계획이 틀어져서 기분이 꿀꿀해.,0
방금 커피가 맛있어서 오늘은 잘 될 것 같아. 컨디션이 좋아서 더 좋다.,1
퇴근하고 실수를 해서 짜증이 나. 빨리 지나갔으면 좋겠다.,0
자꾸 주말에 버스를 놓쳐서 웃을 힘이 없다. 기분 전환이 필요해.,0
조금 방금 일이 잘 풀려서 에너지가 난다. 기분 전환 제대로 했어.,1
방금 칭찬을 받아서 괜히 신난다.,1
아주 가족이랑 좋은 사람을 만나서 행복해. 주변이 다 예뻐 보이네.,1
진짜 친구랑 커피가 맛있어서 오늘은 잘 될 것 같아.,1
학교에서 감기가 올 것 같아서 멘탈이 흔들린다. 머리가 복잡해.,0
퇴근하고 커피가 맛있어서 웃음이 난다.,1
방금 해야 할 일이 쌓여서 기운이 없어. 괜히 자책하게 돼.,0
진짜 가족이랑 문제가 해결돼서 기분이 좋아.,1
개인적으로 학교에서 문제가 해결돼서 뿌듯해.,1
가족이랑 문제가 해결돼서 웃음이 난다.,1
방금 친절을 받아서 마음이 따뜻해.,1
혼자 속상한 말을 들어서 멘탈이 흔들린다. 괜히 자책하게 돼.,0
계속 아침부터 기대가 무너져서 기운이 없어.,0
천천히 기분 좋은 음악을 들어서 만족스럽다.,1
조금 천천히 좋은 사람을 만나서 하루가 빛난다.,1
자꾸 괜히 생각이 많아져서 힘이 빠져.,0
괜히 집중이 안 돼서 힘이 빠져.,0
진짜 방금 뭔가 불안해서 너무 지쳐. 괜히 눈물이 날 것 같아.,0
자꾸 방금 생각이 많아져서 기분이 꿀꿀해. 머리가 복잡해.,0
오늘은 연락이 없어서 기운이 없어. 잠깐 숨 좀 돌리고 싶다.,0
진짜 아침부터 생각이 많아져서 괜히 불안해.,0
퇴근하고 칭찬을 받아서 하루가 빛난다.,1
학교에서 일이 꼬여서 힘이 빠져.,0
집에 와서 몸이 피곤해서 우울해.,0
혼자 해야 할 일이 쌓여서 기분이 꿀꿀해.,0
진짜 괜히 비가 와서 괜히 불안해. 잠깐 숨 좀 돌리고 싶다.,0
솔직히 계속 몸이 피곤해서 한숨이 나온다.,0
의외로 오랜만에 시간이 여유로워서 오늘은 잘 될 것 같아. 나 자신이 대견해.,1
의외로 오늘은 운동하고 나니 괜히 신난다. 컨디션이 좋아서 더 좋다.,1
퇴근하고 감기가 올 것 같아서 멘탈이 흔들린다.,0
솔직히 학교에서 속상한 말을 들어서 너무 지쳐. 괜히 자책하게 돼.,0
주말에 기분 좋은 음악을 들어서 괜히 신난다.,1
학교에서 좋은 사람을 만나서 하루가 빛난다. 계속 이랬으면 좋겠다.,1
퇴근하고 좋은 사람을 만나서 뿌듯해.,1
괜히 실수를 해서 마음이 무거워.,0
오랜만에 운동하고 나니 오늘은 잘 될 것 같아.,1
조금 혼자 몸이 피곤해서 너무 지쳐.,0
아침부터 좋은 소식을 들어서 기분이 한결 가벼워. 작은 행복이 쌓이는 느낌이야.,1
혼자 실수를 해서 우울해.,0
아주 방금 계획대로 진행돼서 웃음이 난다.,1
확실히 주말에 칭찬을 받아서 웃음이 난다.,1
괜히 버스를 놓쳐서 마음이 무거워. 빨리 지나갔으면 좋겠다.,0
방금 친절을 받아서 오늘은 잘 될 것 같아.,1
생각보다 집에 와서 운동하고 나니 만족스럽다. 나 자신이 대견해.,1
의외로 주말에 좋은 사람을 만나서 마음이 따뜻해. 이런 날이 필요했어.,1
방금 실수를 해서 웃을 힘이 없다.,0
조금 학교에서 집중이 안 돼서 짜증이 나. 머리가 복잡해.,0
아침부터 돈이 새는 느낌이라서 웃을 힘이 없다.,0
완전 방금 작은 성취가 있어서 괜히 신난다.,1
아주 방금 산책을 하니 웃음이 난다.,1
솔직히 주말에 실수를 해서 우울해.,0
주말에 약속이 취소돼서 오늘은 진짜 별로야.,0
생각보다 친구랑 산책을 하니 설렌다.,1
계속 괜히 예민해져서 우울해. 괜히 자책하게 돼.,0
천천히 커피가 맛있어서 뿌듯해.,1
천천히 운동하고 나니 기분이 한결 가벼워.,1
진짜 길에서 약속이 취소돼서 괜히 불안해.,0
오늘은 운동하고 나니 만족스럽다. 주변이 다 예뻐 보이네.,1
오랜만에 좋은 소식을 들어서 기분이 좋아. 기분 전환 제대로 했어.,1
괜히 비가 와서 오늘은 진짜 별로야.,0
천천히 칭찬을 받아서 괜히 신난다. 나 자신이 대견해.,1
개인적으로 오랜만에 시간이 여유로워서 마음이 따뜻해. 계속 이랬으면 좋겠다.,1
요즘 해야 할 일을 끝내서 마음이 따뜻해. 컨디션이 좋아서 더 좋다.,1
오늘은 해야 할 일이 쌓여서 한숨이 나온다. 괜히 자책하게 돼.,0
방금 칭찬을 받아서 에너지가 난다. 컨디션이 좋아서 더 좋다.,1
너무 길에서 잠을 설쳐서 기분이 꿀꿀해.,0
학교에서 시간이 너무 없어서 오늘은 진짜 별로야.,0
의외로 오늘은 칭찬을 받아서 만족스럽다. 주변이 다 예뻐 보이네.,1
오늘은 칭찬을 받아서 만족스럽다.,1
너무 괜히 계획이 틀어져서 오늘은 진짜 별로야. 빨리 지나갔으면 좋겠다.,0
괜히 계속 실수를 해서 괜히 불안해.,0
친구랑 커피가 맛있어서 오늘은 잘 될 것 같아. 나 자신이 대견해.,1
계속 몸이 피곤해서 한숨이 나온다. 아무것도 하기 싫어.,0
주말에 실수를 해서 마음이 무거워. 진짜 답답하다.,0
조금 친구랑 계획대로 진행돼서 설렌다.,1
주말에 감기가 올 것 같아서 힘이 빠져. 진짜 답답하다.,0
솔직히 길에서 뭔가 불안해서 힘이 빠져. 잠깐 숨 좀 돌리고 싶다.,0
주말에 좋은 소식을 들어서 만족스럽다. 계속 이랬으면 좋겠다.,1
완전 요즘 기대하던 일이 생겨서 괜히 신난다.,1
진짜 주말에 계획이 틀어져서 오늘은 진짜 별로야.,0
방금 산책을 하니 뿌듯해. 계속 이랬으면 좋겠다.,1
조금 오늘은 시간이 여유로워서 웃음이 난다. 진짜 최고야.,1
진짜 주말에 좋은 소식을 들어서 웃음이 난다. 이런 날이 필요했어.,1
솔직히 학교에서 돈이 새는 느낌이라서 기운이 없어. 괜히 눈물이 날 것 같아.,0
완전 주말에 산책을 하니 하루가 빛난다.,1
개인적으로 오랜만에 시간이 여유로워서 설렌다. 이런 날이 필요했어.,1
집에 와서 계획대로 진행돼서 웃음이 난다. 주변이 다 예뻐 보이네.,1
천천히 시간이 여유로워서 뿌듯해.,1
주말에 일이 잘 풀려서 기분이 한결 가벼워. 계속 이랬으면 좋겠다.,1
진짜 요즘 기분 좋은 음악을 들어서 오늘은 잘 될 것 같아.,1
요즘 몸이 피곤해서 기분이 꿀꿀해.,0
요즘 몸이 피곤해서 웃을 힘이 없다. 아무것도 하기 싫어.,0
확실히 주말에 기대가 무너져서 마음이 무거워. 기분 전환이 필요해.,0
학교에서 생각이 많아져서 기분이 꿀꿀해. 잠깐 숨 좀 돌리고 싶다.,0
퇴근하고 커피가 맛있어서 행복해. 진짜 최고야.,1
방금 기대하던 일이 생겨서 뿌듯해.,1
확실히 계속 계획이 틀어져서 기분이 꿀꿀해.,0
조금 요즘 몸이 피곤해서 오늘은 진짜 별로야.,0
주말에 해야 할 일이 쌓여서 오늘은 진짜 별로야. 괜히 자책하게 돼.,0
솔직히 방금 잠을 설쳐서 너무 지쳐. 기분 전환이 필요해.,0
계속 퇴근하고 집중이 안 돼서 한숨이 나온다.,0
길에서 돈이 새는 느낌이라서 웃을 힘이 없다. 기분 전환이 필요해.,0
학교에서 시간이 너무 없어서 너무 지쳐. 기분 전환이 필요해.,0
학교에서 해야 할 일이 쌓여서 괜히 불안해.,0
주말에 기대가 무너져서 괜히 불안해. 괜히 자책하게 돼.,0
천천히 계획대로 진행돼서 하루가 빛난다.,1
자꾸 혼자 몸이 피곤해서 짜증이 나.,0
퇴근하고 버스를 놓쳐서 웃을 힘이 없다.,0
오늘은 일이 꼬여서 기운이 없어. 진짜 답답하다.,0
요즘 속상한 말을 들어서 멘탈이 흔들린다.,0
확실히 주말에 작은 성취가 있어서 하루가 빛난다.,1
계속 오늘은 비가 와서 마음이 무거워. 괜히 눈물이 날 것 같아.,0
개인적으로 주말에 운동하고 나니 오늘은 잘 될 것 같아. 진짜 최고야.,1
방금 시간이 너무 없어서 오늘은 진짜 별로야.,0
가족이랑 산책을 하니 괜히 신난다. 컨디션이 좋아서 더 좋다.,1
진짜 학교에서 생각이 많아져서 너무 지쳐.,0
퇴근하고 마음이 편해져서 오늘은 잘 될 것 같아.,1
혼자 돈이 새는 느낌이라서 마음이 무거워. 잠깐 숨 좀 돌리고 싶다.,0
괜히 마음이 답답해서 한숨이 나온다.,0
괜히 친구랑 좋은 소식을 들어서 행복해. 주변이 다 예뻐 보이네.,1
퇴근하고 문제가 해결돼서 기분이 좋아.,1
요즘 집에 와서 뭔가 불안해서 짜증이 나. 진짜 답답하다.,0
천천히 친절을 받아서 기분이 좋아.,1
진짜 계속 마음이 답답해서 웃을 힘이 없다.,0
진짜 퇴근하고 괜히 예민해져서 기운이 없어.,0
조금 방금 일이 꼬여서 힘이 빠져. 머리가 복잡해.,0
괜히 길에서 마음이 답답해서 너무 지쳐.,0
요즘 기분 좋은 음악을 들어서 괜히 신난다.,1
개인적으로 학교에서 친절을 받아서 만족스럽다.,1
의외로 주말에 칭찬을 받아서 기분이 좋아.,1
친구랑 맛있는 걸 먹어서 행복해. 이런 날이 필요했어.,1
천천히 좋은 소식을 들어서 뿌듯해. 진짜 최고야.,1
괜히 친구랑 시간이 여유로워서 뿌듯해.,1
친구랑 커피가 맛있어서 웃음이 난다.,1
친구랑 계획대로 진행돼서 기분이 좋아.,1
집에 와서 잠을 설쳐서 우울해.,0
요즘 약속이 취소돼서 괜히 불안해. 괜히 눈물이 날 것 같아.,0
혼자 버스를 놓쳐서 멘탈이 흔들린다.,0
퇴근하고 일이 꼬여서 오늘은 진짜 별로야.,0
학교에서 날씨가 맑아서 마음이 따뜻해.,1
천천히 날씨가 맑아서 괜히 신난다. 나 자신이 대견해.,1
오늘은 기대가 무너져서 오늘은 진짜 별로야.,0
아주 집에 와서 해야 할 일을 끝내서 마음이 따뜻해. 작은 행복이 쌓이는 느낌이야.,1
집에 와서 집중이 안 돼서 마음이 무거워.,0
오늘은 마음이 답답해서 마음이 무거워.,0
오늘은 연락이 없어서 기운이 없어.,0
솔직히 계속 시간이 너무 없어서 힘이 빠져.,0
주말에 비가 와서 기분이 꿀꿀해.,0
친구랑 친절을 받아서 오늘은 잘 될 것 같아. 나 자신이 대견해.,1
천천히 운동하고 나니 행복해. 컨디션이 좋아서 더 좋다.,1
혼자 뭔가 불안해서 너무 지쳐. 괜히 자책하게 돼.,0
천천히 기분 좋은 음악을 들어서 기분이 좋아.,1
의외로 친구랑 칭찬을 받아서 뿌듯해.,1
자꾸 주말에 약속이 취소돼서 힘이 빠져. 아무것도 하기 싫어.,0
아주 친구랑 고마운 말을 들어서 괜히 신난다.,1
가족이랑 산책을 하니 뿌듯해.,1
조금 길에서 비가 와서 힘이 빠져.,0
아침부터 돈이 새는 느낌이라서 우울해.,0
오랜만에 고마운 말을 들어서 하루가 빛난다. 컨디션이 좋아서 더 좋다.,1
혼자 비가 와서 마음이 무거워. 아무것도 하기 싫어.,0
요즘 맛있는 걸 먹어서 기분이 한결 가벼워. 컨디션이 좋아서 더 좋다.,1
많이 괜히 속상한 말을 들어서 괜히 불안해. 빨리 지나갔으면 좋겠다.,0
길에서 기대가 무너져서 기운이 없어.,0
아침부터 친절을 받아서 괜히 신난다.,1
집에 와서 해야 할 일이 쌓여서 너무 지쳐. 머리가 복잡해.,0
생각보다 아침부터 좋은 사람을 만나서 만족스럽다. 컨디션이 좋아서 더 좋다.,1
주말에 생각이 많아져서 멘탈이 흔들린다.,0
천천히 고마운 말을 들어서 기분이 한결 가벼워.,1
집에 와서 시간이 여유로워서 오늘은 잘 될 것 같아.,1
친구랑 고마운 말을 들어서 오늘은 잘 될 것 같아. 계속 이랬으면 좋겠다.,1
아침부터 기대하던 일이 생겨서 하루가 빛난다.,1
요즘 속상한 말을 들어서 짜증이 나.,0
주말에 집중이 안 돼서 괜히 불안해. 괜히 눈물이 날 것 같아.,0
진짜 퇴근하고 일이 꼬여서 너무 지쳐. 아무것도 하기 싫어.,0
너무 아침부터 계획이 틀어져서 짜증이 나. 괜히 자책하게 돼.,0
요즘 날씨가 맑아서 웃음이 난다. 진짜 최고야.,1
친구랑 친절을 받아서 뿌듯해.,1
오랜만에 좋은 소식을 들어서 웃음이 난다. 진짜 최고야.,1
퇴근하고 잠을 설쳐서 마음이 무거워.,0
오늘은 시간이 여유로워서 뿌듯해. 진짜 최고야.,1
많이 학교에서 몸이 피곤해서 오늘은 진짜 별로야.,0
확실히 주말에 일이 잘 풀려서 오늘은 잘 될 것 같아.,1
조금 집에 와서 잠을 설쳐서 웃을 힘이 없다. 기분 전환이 필요해.,0
계속 감기가 올 것 같아서 괜히 불안해.,0
조금 계속 감기가 올 것 같아서 괜히 불안해.,0
오랜만에 고마운 말을 들어서 기분이 좋아. 나 자신이 대견해.,1
확실히 집에 와서 일이 꼬여서 마음이 무거워. 잠깐 숨 좀 돌리고 싶다.,0
완전 아침부터 산책을 하니 오늘은 잘 될 것 같아.,1
혼자 집중이 안 돼서 힘이 빠져.,0
생각보다 집에 와서 운동하고 나니 웃음이 난다. 작은 행복이 쌓이는 느낌이야.,1
방금 생각이 많아져서 힘이 빠져. 머리가 복잡해.,0
주말에 실수를 해서 오늘은 진짜 별로야. 기분 전환이 필요해.,0
퇴근하고 좋은 사람을 만나서 에너지가 난다. 진짜 최고야.,1
오늘은 몸이 피곤해서 기운이 없어.,0
개인적으로 가족이랑 시간이 여유로워서 하루가 빛난다. 진짜 최고야.,1
생각보다 아침부터 계획대로 진행돼서 괜히 신난다. 컨디션이 좋아서 더 좋다.,1
혼자 마음이 답답해서 우울해.,0
너무 주말에 뭔가 불안해서 멘탈이 흔들린다.,0
오랜만에 운동하고 나니 웃음이 난다.,1
확실히 주말에 날씨가 맑아서 하루가 빛난다. 나 자신이 대견해.,1
집에 와서 연락이 없어서 힘이 빠져. 머리가 복잡해.,0
퇴근하고 일이 잘 풀려서 에너지가 난다.,1
퇴근하고 시간이 너무 없어서 괜히 불안해. 아무것도 하기 싫어.,0
퇴근하고 커피가 맛있어서 기분이 한결 가벼워.,1
아침부터 마음이 답답해서 너무 지쳐.,0
확실히 집에 와서 칭찬을 받아서 설렌다. 진짜 최고야.,1
